class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
normal,0.46730002760887146,0.32868775725364685,-0.9486038088798523,0.9999132752418518,0.48940756916999817,0.2779636085033417,-0.9111140966415405,0.99981290102005,0.5040397047996521,0.2767771780490875,-0.9111030697822571,0.9998366832733154,0.5167583227157593,0.275533527135849,-0.9111524224281311,0.9998103976249695,0.4412654936313629,0.28214478492736816,-0.9110954999923706,0.9998412132263184,0.4255305528640747,0.2838036119937897,-0.9111997485160828,0.9998639822006226,0.4124944508075714,0.28568392992019653,-0.911637544631958,0.9998481273651123,0.5365742444992065,0.2880786657333374,-0.5924593806266785,0.9998313188552856,0.4012891948223114,0.3001559376716614,-0.590779185295105,0.9998970031738281,0.4997757375240326,0.3857229948043823,-0.8204514384269714,0.9998974204063416,0.4394207298755646,0.3929036259651184,-0.8210911750793457,0.9999292492866516,0.6568079590797424,0.5244588851928711,-0.3972463607788086,0.9996983408927917,0.3001484274864197,0.5361241102218628,-0.31145209074020386,0.9998223781585693,0.7961812615394592,0.8052121996879578,-0.39264100790023804,0.9130218625068665,0.12451182305812836,0.7902459502220154,-0.2357742190361023,0.9524112939834595,0.7236257791519165,1.018286943435669,-0.6479268074035645,0.780833899974823,0.10438811033964157,0.9994837045669556,-0.5694944858551025,0.8501268029212952,0.6984733939170837,1.1216648817062378,-0.7361024618148804,0.7568824887275696,0.10050477087497711,1.1057329177856445,-0.6474305391311646,0.8096131086349487,0.658252477645874,1.0927948951721191,-0.770994246006012,0.7706276178359985,0.14351439476013184,1.089823603630066,-0.6956876516342163,0.8214294910430908,0.6279674172401428,1.0008198022842407,-0.6757537126541138,0.7653523087501526,0.17802347242832184,1.0186541080474854,-0.5980249643325806,0.8200194239616394,0.6063878536224365,1.1443806886672974,-0.08889703452587128,0.18403224647045135,0.3767540752887726,1.1474469900131226,0.09203629940748215,0.20218870043754578,0.6054981350898743,1.63912832736969,-0.4102698862552643,0.13385765254497528,0.2667202353477478,1.609944224357605,-0.28133511543273926,0.14091897010803223,0.5366939306259155,2.133439779281616,-0.06855680048465729,0.056545957922935486,0.32640182971954346,2.1341090202331543,-0.15429072082042694,0.06008350849151611,0.5387534499168396,2.211312770843506,-0.04440457001328468,0.06089620292186737,0.333301842212677,2.2105093002319336,-0.16870567202568054,0.07099973410367966,0.4837591052055359,2.2868499755859375,-0.4703426957130432,0.038357384502887726,0.33259317278862,2.3022267818450928,-0.6169381141662598,0.03997092694044113
normal,0.46708884835243225,0.3110913038253784,-1.2109874486923218,0.999909520149231,0.48931026458740234,0.2499554306268692,-1.1813830137252808,0.9998149275779724,0.5041557550430298,0.24719952046871185,-1.1815030574798584,0.9998370409011841,0.5167286396026611,0.24479426443576813,-1.1818339824676514,0.9998091459274292,0.43724074959754944,0.2549019157886505,-1.1796764135360718,0.9998447299003601,0.4183560013771057,0.2561928927898407,-1.1798101663589478,0.999866783618927,0.4042987823486328,0.25783252716064453,-1.1802207231521606,0.9998520016670227,0.5370376706123352,0.2511776089668274,-0.84780353307724,0.9998378157615662,0.3855341970920563,0.27060672640800476,-0.8293456435203552,0.9999018311500549,0.49986934661865234,0.36551013588905334,-1.0709501504898071,0.9999001026153564,0.43624335527420044,0.3798280656337738,-1.066186547279358,0.9999326467514038,0.6700375080108643,0.4973154067993164,-0.6088010668754578,0.999670147895813,0.2788485884666443,0.5223725438117981,-0.46735289692878723,0.9997811913490295,0.8204630017280579,0.8252516984939575,-0.6284387707710266,0.9114161729812622,0.09027058631181717,0.8022614121437073,-0.408155232667923,0.9491682052612305,0.7548559904098511,1.0482869148254395,-0.910913348197937,0.7298942804336548,-0.017157502472400665,1.0496430397033691,-0.6508767604827881,0.8039635419845581,0.7462953925132751,1.1360065937042236,-1.0079599618911743,0.7002050876617432,-0.05029047280550003,1.1290080547332764,-0.7780385613441467,0.7562986016273499,0.7062283754348755,1.1073092222213745,-1.0437657833099365,0.7179956436157227,-0.01859283074736595,1.1093991994857788,-0.8906473517417908,0.774381697177887,0.6760716438293457,1.0242453813552856,-0.9343395829200745,0.7125099301338196,0.007184700109064579,1.0860313177108765,-0.7402920126914978,0.7735352516174316,0.6050726175308228,1.1552774906158447,-0.09883549809455872,0.16816292703151703,0.37382036447525024,1.1607872247695923,0.10192742198705673,0.18545052409172058,0.6271913647651672,1.6047512292861938,-0.561642050743103,0.13570941984653473,0.280259907245636,1.612059235572815,-0.3525135815143585,0.13201108574867249,0.557285487651825,2.121441125869751,-0.1669975072145462,0.051670484244823456,0.3149823546409607,2.1581177711486816,-0.17181020975112915,0.054633352905511856,0.5525444149971008,2.1976189613342285,-0.15038242936134338,0.05539239943027496,0.3269582688808441,2.2443900108337402,-0.17246049642562866,0.06448175013065338,0.5096833109855652,2.307114601135254,-0.6113001704216003,0.035105932503938675,0.29196229577064514,2.341487169265747,-0.6456857323646545,0.03645407781004906
normal,0.4651848077774048,0.2974222004413605,-1.4047174453735352,0.9999143481254578,0.48887741565704346,0.22990064322948456,-1.3721377849578857,0.9998254179954529,0.5040793418884277,0.22608336806297302,-1.372240662574768,0.9998456835746765,0.5167118906974792,0.22285670042037964,-1.372472882270813,0.999818742275238,0.42947643995285034,0.2361467033624649,-1.3696163892745972,0.9998533129692078,0.4099457859992981,0.23801487684249878,-1.3699129819869995,0.9998742938041687,0.39331573247909546,0.23980657756328583,-1.370267391204834,0.999860405921936,0.5376018285751343,0.22946405410766602,-1.0349609851837158,0.9998468160629272,0.3699911832809448,0.2543771266937256,-1.011067509651184,0.9999061822891235,0.4996282160282135,0.3519763946533203,-1.2649176120758057,0.9999033808708191,0.4310220777988434,0.36910489201545715,-1.2587112188339233,0.9999351501464844,0.6785372495651245,0.4887719452381134,-0.8110944628715515,0.9996184706687927,0.2662465274333954,0.5138140320777893,-0.6368299126625061,0.9996712803840637,0.842871367931366,0.8420803546905518,-0.8231441974639893,0.9111102223396301,0.07324066758155823,0.8260356783866882,-0.6281196475028992,0.9450148940086365,0.8570229411125183,1.1675593852996826,-1.0043398141860962,0.6978033781051636,-0.0900978147983551,1.0989305973052979,-0.8971784710884094,0.7634968161582947,0.883471667766571,1.2752797603607178,-1.0752891302108765,0.6602948904037476,-0.140237495303154,1.1732470989227295,-0.9568986296653748,0.7112144231796265,0.8392043113708496,1.276724100112915,-1.1446839570999146,0.6850094199180603,-0.11698126047849655,1.1621156930923462,-1.0785568952560425,0.7370087504386902,0.8158871531486511,1.242434024810791,-1.0380505323410034,0.6820211410522461,-0.08632324635982513,1.1452889442443848,-0.9611143469810486,0.7371981739997864,0.6064426302909851,1.1554113626480103,-0.12193915247917175,0.15933333337306976,0.3719854950904846,1.102163553237915,0.12459872663021088,0.17962972819805145,0.6376915574073792,1.5486057996749878,-0.6109729409217834,0.14749585092067719,0.2736649513244629,1.548707127571106,-0.36411282420158386,0.13398544490337372,0.5952695608139038,2.0707194805145264,-0.09291769564151764,0.04919632524251938,0.29930394887924194,2.1474204063415527,-0.07618657499551773,0.05284443870186806,0.5956982374191284,2.137268543243408,-0.06927748024463654,0.05147283524274826,0.3164747655391693,2.20479416847229,-0.055091019719839096,0.06210822984576225,0.5518695712089539,2.2388830184936523,-0.5014171600341797,0.033890917897224426,0.24878200888633728,2.2801177501678467,-0.4739435315132141,0.03687922656536102
normal,0.4641156792640686,0.2889837622642517,-1.4127885103225708,0.9999184608459473,0.4886958599090576,0.21959269046783447,-1.3768788576126099,0.9998327493667603,0.5040222406387329,0.215234637260437,-1.3770009279251099,0.9998520016670227,0.516852855682373,0.2110530436038971,-1.3772627115249634,0.9998257756233215,0.42452767491340637,0.22671863436698914,-1.3776891231536865,0.9998589754104614,0.403877854347229,0.22857046127319336,-1.3779444694519043,0.9998794198036194,0.3853606879711151,0.23009847104549408,-1.378285527229309,0.9998660087585449,0.5384321212768555,0.21655091643333435,-1.0442334413528442,0.9998535513877869,0.3600061237812042,0.24395295977592468,-1.0362417697906494,0.9999088644981384,0.4996836185455322,0.3444260358810425,-1.2752423286437988,0.999903678894043,0.42908942699432373,0.36316874623298645,-1.2737915515899658,0.9999356269836426,0.6865642666816711,0.48864874243736267,-0.8322318196296692,0.9995601773262024,0.2575424611568451,0.5092402100563049,-0.6596212983131409,0.9995322227478027,0.8613247275352478,0.8623378872871399,-0.8548702597618103,0.9128650426864624,0.06563115864992142,0.8405948281288147,-0.678162693977356,0.9402163624763489,0.9109296798706055,1.2548165321350098,-1.0131944417953491,0.6791398525238037,-0.09296215325593948,1.0875778198242188,-0.9559080600738525,0.7269834876060486,0.9511608481407166,1.3662278652191162,-1.0764530897140503,0.6321201920509338,-0.1367284655570984,1.1554028987884521,-1.0109550952911377,0.6704466938972473,0.9083360433578491,1.3828682899475098,-1.1476186513900757,0.6646368503570557,-0.11738325655460358,1.1422672271728516,-1.1175040006637573,0.7032077312469482,0.8800748586654663,1.3502907752990723,-1.0484473705291748,0.6653968691825867,-0.09097326546907425,1.1278644800186157,-1.009698748588562,0.7041804194450378,0.608514666557312,1.1471624374389648,-0.1360873579978943,0.1511092483997345,0.3720380961894989,1.1221030950546265,0.13863465189933777,0.17500808835029602,0.6372672915458679,1.5178359746932983,-0.4760018289089203,0.1495552808046341,0.2503608167171478,1.5221662521362305,-0.3262031078338623,0.1346966177225113,0.6049548983573914,2.047088384628296,0.019049234688282013,0.04652505740523338,0.2635544240474701,2.1323366165161133,0.03258131816983223,0.05108727142214775,0.6091664433479309,2.114741325378418,0.04617868736386299,0.0476251021027565,0.28301140666007996,2.196131944656372,0.05132212117314339,0.05966984108090401,0.5584686398506165,2.2129459381103516,-0.38535910844802856,0.03285147249698639,0.20823591947555542,2.255953550338745,-0.3557831943035126,0.0375620573759079
normal,0.4591503143310547,0.2847728431224823,-1.6142427921295166,0.9999210238456726,0.4857725501060486,0.21255597472190857,-1.5844017267227173,0.9998369812965393,0.5027341246604919,0.2074974775314331,-1.5844972133636475,0.999854564666748,0.5162810683250427,0.2029157280921936,-1.5848076343536377,0.9998297691345215,0.41710925102233887,0.2211318165063858,-1.5841423273086548,0.9998622536659241,0.3959171772003174,0.2224038541316986,-1.5845451354980469,0.9998823404312134,0.3764418065547943,0.223603755235672,-1.5849206447601318,0.9998698830604553,0.538378894329071,0.20775307714939117,-1.2557119131088257,0.9998553395271301,0.3492872416973114,0.23718023300170898,-1.2414630651474,0.9999092817306519,0.49920615553855896,0.3397931754589081,-1.477013111114502,0.9999002814292908,0.4236049950122833,0.3599681854248047,-1.473743200302124,0.9999334216117859,0.6898022890090942,0.4868474304676056,-1.0077449083328247,0.999481737613678,0.24805748462677002,0.5076068639755249,-0.8430826663970947,0.9994518160820007,0.8660850524902344,0.8614400625228882,-1.0064133405685425,0.9147448539733887,0.06219029426574707,0.8490690588951111,-0.8212742805480957,0.9388192296028137,0.9442232847213745,1.2682298421859741,-1.1217440366744995,0.6531276106834412,-0.1074838787317276,1.1400036811828613,-1.0646241903305054,0.6941083669662476,0.9911314249038696,1.374419927597046,-1.1710209846496582,0.5948479175567627,-0.15569978952407837,1.2154980897903442,-1.1095489263534546,0.6290676593780518,0.9493227005004883,1.3969961404800415,-1.2483046054840088,0.6338421106338501,-0.13394618034362793,1.2119606733322144,-1.2190289497375488,0.6683821678161621,0.9193403124809265,1.3655184507369995,-1.1572425365447998,0.6387404203414917,-0.10688098520040512,1.1932891607284546,-1.117130994796753,0.6715089678764343,0.6103084087371826,1.1441295146942139,-0.1354529708623886,0.14081673324108124,0.3712517321109772,1.1194806098937988,0.137841135263443,0.1670912504196167,0.6346740126609802,1.552681803703308,-0.3120720386505127,0.14295858144760132,0.26100608706474304,1.5256578922271729,-0.15137255191802979,0.12710261344909668,0.6176527142524719,2.0628859996795654,0.24368035793304443,0.04257412254810333,0.2748972773551941,2.0941834449768066,0.23150743544101715,0.04726789891719818,0.6275500655174255,2.144402027130127,0.27194318175315857,0.04319220781326294,0.29084667563438416,2.164257287979126,0.25412747263908386,0.055156756192445755,0.5710538029670715,2.2264883518218994,-0.17787759006023407,0.030242111533880234,0.23561321198940277,2.244595527648926,-0.1799902766942978,0.03582390397787094
normal,0.4492669105529785,0.2846304476261139,-1.8480758666992188,0.9998883605003357,0.4800000488758087,0.20510312914848328,-1.8403122425079346,0.9997758865356445,0.5008409023284912,0.19791415333747864,-1.8401014804840088,0.9997581243515015,0.5161272883415222,0.19174858927726746,-1.840501070022583,0.9997729063034058,0.4001070261001587,0.2160702794790268,-1.834417700767517,0.9997825622558594,0.37734296917915344,0.2169816792011261,-1.8348643779754639,0.9997695684432983,0.3577488660812378,0.21801543235778809,-1.8350616693496704,0.9997907876968384,0.5393060445785522,0.19668133556842804,-1.5543776750564575,0.999755322933197,0.3200588822364807,0.23184598982334137,-1.5180368423461914,0.9997617602348328,0.4973231554031372,0.34211668372154236,-1.721411943435669,0.9998369216918945,0.4148775637149811,0.36139926314353943,-1.7106232643127441,0.9998850226402283,0.6995499134063721,0.49156686663627625,-1.2357301712036133,0.9989097118377686,0.22398416697978973,0.5064188838005066,-1.126500129699707,0.998828113079071,0.873835563659668,0.9344049692153931,-1.1672300100326538,0.9124767780303955,0.05189386382699013,0.8954892754554749,-1.0628865957260132,0.9265488982200623,0.9987435936927795,1.3397550582885742,-1.2454228401184082,0.6364598870277405,-0.06939837336540222,1.246742606163025,-1.3356897830963135,0.6695988178253174,1.0572518110275269,1.4211170673370361,-1.2997561693191528,0.5687235593795776,-0.11058475822210312,1.3183097839355469,-1.3957116603851318,0.6013964414596558,1.0311076641082764,1.4401118755340576,-1.3811520338058472,0.6134309768676758,-0.08727540820837021,1.3051865100860596,-1.4985580444335938,0.6464685797691345,0.9895771145820618,1.4232525825500488,-1.2824416160583496,0.6273260116577148,-0.05726093798875809,1.288451075553894,-1.3890751600265503,0.6555776000022888,0.6103507280349731,1.1392598152160645,-0.09907601028680801,0.1338655650615692,0.362301766872406,1.1305687427520752,0.10110043734312057,0.16025929152965546,0.6344430446624756,1.679226279258728,0.3154483735561371,0.13136862218379974,0.34987664222717285,1.6887181997299194,0.47923076152801514,0.11632630974054337,0.6292436718940735,2.1398837566375732,1.2084872722625732,0.038405805826187134,0.3445802927017212,2.155400037765503,1.168952226638794,0.04269064590334892,0.6354233622550964,2.207653522491455,1.2734549045562744,0.038920316845178604,0.3462410569190979,2.2215662002563477,1.2256710529327393,0.04976716265082359,0.598223865032196,2.340282440185547,0.8384093642234802,0.027353379875421524,0.3765701949596405,2.353093147277832,0.7413997650146484,0.032540760934352875
normal,0.4478130638599396,0.2866570055484772,-1.9227659702301025,0.9998558759689331,0.4792601764202118,0.20519770681858063,-1.927282452583313,0.9997050166130066,0.5007044672966003,0.1983034759759903,-1.9269241094589233,0.9996591806411743,0.5161659717559814,0.19254958629608154,-1.9274431467056274,0.9997082948684692,0.39769935607910156,0.21800751984119415,-1.9194802045822144,0.9996894598007202,0.3742011785507202,0.2196684330701828,-1.9198440313339233,0.9996410608291626,0.3546183407306671,0.2213471680879593,-1.9198625087738037,0.9996907711029053,0.5406497120857239,0.198001429438591,-1.6510120630264282,0.9996688365936279,0.31659290194511414,0.23583324253559113,-1.6034530401229858,0.9996456503868103,0.4971931278705597,0.34366053342819214,-1.7950880527496338,0.9997959136962891,0.41357922554016113,0.365920752286911,-1.7805956602096558,0.9998487830162048,0.7027144432067871,0.4920254051685333,-1.306001901626587,0.9987779855728149,0.21999488770961761,0.505823016166687,-1.1924614906311035,0.998719334602356,0.8763969540596008,0.9426939487457275,-1.1779972314834595,0.912491500377655,0.049371059983968735,0.9063733220100403,-1.1091642379760742,0.9222697019577026,1.0041999816894531,1.3343168497085571,-1.2528517246246338,0.6256669163703918,-0.0772029459476471,1.2647346258163452,-1.4089876413345337,0.6623525619506836,1.0711051225662231,1.4114680290222168,-1.3149195909500122,0.5464380979537964,-0.13164553046226501,1.3321285247802734,-1.4813051223754883,0.5849186182022095,1.0431245565414429,1.4360297918319702,-1.4068671464920044,0.5961285829544067,-0.10483565181493759,1.3233023881912231,-1.596351146697998,0.6343197822570801,0.99875408411026,1.421094298362732,-1.29349946975708,0.6182513236999512,-0.06814292818307877,1.3083878755569458,-1.4684315919876099,0.6485172510147095,0.6112090349197388,1.1365845203399658,-0.07585538923740387,0.12842778861522675,0.3531286418437958,1.140245795249939,0.0776023268699646,0.15552668273448944,0.6326353549957275,1.7359586954116821,0.44015607237815857,0.1193152666091919,0.36398184299468994,1.7688177824020386,0.5567618608474731,0.10562878847122192,0.6303057074546814,2.200554132461548,1.419769048690796,0.03461618721485138,0.36024010181427,2.2323203086853027,1.3415095806121826,0.038475558161735535,0.633975625038147,2.2697157859802246,1.492451786994934,0.035056065768003464,0.36182546615600586,2.3000032901763916,1.4088679552078247,0.044848307967185974,0.5996185541152954,2.4075229167938232,1.034583330154419,0.02467380277812481,0.4038727283477783,2.4431231021881104,0.8755198121070862,0.02939072623848915
